# holiday_sleigh_bells_shake_capture v1
# recorded_at=2026-08-22T09:43:45
# device_model=iPhone14,2
# os_name=iOS
# os_version=26.6.0
# engine_version=4.6-stable (official)
# screen_refresh_hz=120.00
# engine_max_fps=0
# delta_smoothing=false
# sample_count=1809
# duration_s=15.065
# achieved_rate_hz=120.08
# longest_frame_ms=11.7
sample,t_ms,dt_ms,accel_x,accel_y,accel_z,grav_x,grav_y,grav_z,gyro_x,gyro_y,gyro_z
182,1514.054,8.333,-6.33147,-7.15358,3.21182,0.53485,-9.65791,1.61528,-0.36126,0.28499,-1.18217
183,1522.806,8.333,-6.21954,-6.97790,2.85643,0.66271,-9.65696,1.57300,-0.55013,0.39463,-1.57032
184,1530.924,8.333,-6.25111,-6.70302,2.56060,0.82681,-9.65347,1.51565,-0.69566,0.47353,-1.95798
185,1538.895,8.333,-6.23181,-6.37770,2.43236,0.92235,-9.64996,1.48255,-0.75942,0.48643,-2.13982
186,1547.050,8.333,-6.20383,-6.00466,2.49177,1.13944,-9.63764,1.40992,-0.83790,0.44408,-2.49163
187,1555.235,8.333,-6.43187,-5.63400,2.66744,1.39218,-9.61561,1.33128,-0.89805,0.34989,-2.86944
188,1563.170,8.333,-6.43187,-5.63401,2.66744,1.53336,-9.59980,1.28959,-0.93388,0.31444,-3.08251
189,1571.740,8.333,-6.79265,-5.52387,2.81184,1.84994,-9.55550,1.20026,-1.03435,0.27205,-3.60410
190,1580.206,8.333,-7.08429,-5.61889,2.96986,2.22325,-9.48783,1.09932,-1.19127,0.19672,-4.29103
191,1588.325,8.333,-7.21388,-5.96964,3.54925,2.43472,-9.44224,1.04237,-1.30642,0.20066,-4.66543
192,1596.697,8.333,-7.17034,-5.98057,3.50496,2.90673,-9.32125,0.91415,-1.57928,0.36830,-5.42608
193,1605.011,8.333,-6.91386,-5.70823,3.30175,3.44147,-9.15050,0.77133,-1.79118,0.45439,-6.20023
194,1613.693,8.333,-6.91386,-5.70823,3.30175,3.73171,-9.04228,0.69425,-1.91649,0.37486,-6.59519
195,1621.937,8.333,-6.07619,-5.38576,4.37810,4.35484,-8.77145,0.51704,-2.31820,0.14551,-7.38436
196,1630.131,8.333,-4.03154,-5.37693,4.89764,5.02201,-8.41800,0.29492,-2.94597,0.05466,-8.06664
197,1638.365,8.333,0.07347,-5.06448,3.28305,5.36267,-8.20877,0.16780,-3.26607,0.12738,-8.28147
198,1646.784,8.333,6.44100,-4.22382,-0.24331,6.03199,-7.73159,-0.08970,-3.66835,0.70559,-8.40595
199,1655.656,8.333,13.49312,-4.46519,-5.46267,6.65543,-7.19675,-0.28722,-3.51628,1.60579,-8.11802
200,1663.842,8.333,13.49312,-4.46519,-5.46267,6.93885,-6.92118,-0.34638,-3.23824,1.93766,-7.73614
201,1672.315,8.333,21.54078,-3.76144,-9.24716,7.42006,-6.40062,-0.38096,-2.30448,2.23892,-6.32247
202,1680.741,8.333,30.76684,-0.70734,-10.48301,7.75725,-5.99131,-0.31573,-0.98940,2.14523,-4.22134
203,1688.707,8.333,38.29526,1.41767,-10.07585,7.86842,-5.84755,-0.25419,-0.27716,1.95709,-3.07378
204,1697.036,8.333,41.36896,0.83453,-7.68239,7.98396,-5.69361,-0.09774,1.04809,1.37681,-0.84034
205,1705.218,8.333,39.57092,-0.78440,-3.83925,7.97709,-5.70357,0.07598,1.88080,0.83645,1.02792
206,1713.449,8.333,39.57092,-0.78440,-3.83925,7.93640,-5.75827,0.16199,2.06693,0.63195,1.77376
207,1721.720,8.333,34.12830,-2.51212,-0.13243,7.79648,-5.93971,0.32415,2.09162,0.36884,2.89912
208,1730.246,8.333,27.44144,-4.16576,2.67507,7.59654,-6.18448,0.46386,1.82173,0.14785,3.59477
209,1738.504,8.333,20.93236,-5.78798,4.83554,7.48050,-6.31988,0.52120,1.61607,0.03508,3.79437
